
Series anuales. Hechos conocidos
Hechos conocidos por provincias, tipología penal y periodo.
Unidades: Hechos conocidos

,2012,
    5.2.-Robos con fuerza en las cosas,1931.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,435.0,
    5.2.2.-Robos con fuerza en viviendas,628.0,
    5.2.3.-Robos con fuerza en establecimientos,311.0,
    5.3.-Robos con violencia o intimidación,242.0,
    5.3.1.-Robos con violencia en vía pública,171.0,
    5.3.2.-Robos con violencia en viviendas,22.0,
    5.3.3.-Robos con violencia en establecimientos,28.0,
    5.4.-Sustracción de vehículos,126.0,
    5.5.-Estafas,532.0,
    5.5.1.-Estafas bancarias,45.0,
    5.6.-Daños,1182.0,
    5.7.-Contra la propiedad intelectual/industrial,6.0,
    5.8.-Blanqueo de capitales,1.0,
    5.9.-Otros contra el patrimonio,103.0,
    6. SEGURIDAD COLECTIVA,516.0,
    6.1.-Tráfico de drogas,69.0,
    6.2.-Contra la seguridad vial,434.0,
    6.3.-Otros contra la seguridad colectiva,13.0,
    7. FALSEDADES,81.0,
    8. ADMÓN. PÚBLICA,1.0,
    9. ADMÓN. JUSTICIA,147.0,
    10. ORDEN PÚBLICO,224.0,
    11. LEGISLACIÓN ESPECIAL,1.0,
    12. OTRAS INFRACCIONES PENALES,26.0,
    TOTAL INFRACCIONES PENALES,10154.0,
Lugo,
    1. CONTRA LAS PERSONAS,1505.0,
    1.1.-Homicidios dolosos/asesinatos,4.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,3.0,
    1.2.-Lesiones,558.0,
    1.3.-Malos tratos ámbito familiar,356.0,
    1.4.-Otros contra las personas,587.0,
    2. CONTRA LA LIBERTAD,187.0,
    2.1.-Malos tratos habituales en el ámbito familiar,66.0,
    2.2.-Otros contra la libertad,121.0,
    3. LIBERTAD SEXUAL,32.0,
    3.1.-Agresión sexual,11.0,
    3.2.-Agresión sexual con penetración,2.0,
    3.3.-Corrupción de menores o incapacitados,2.0,
    3.4.-Pornografía de menores,1.0,
    3.5.-Otros contra la libertad e indemnidad sexual,16.0,
    4. RELACIONES FAMILIARES,23.0,
    5. PATRIMONIO,5179.0,
    5.1.-Hurtos,2116.0,
    5.2.-Robos con fuerza en las cosas,1328.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,251.0,
    5.2.2.-Robos con fuerza en viviendas,420.0,
    5.2.3.-Robos con fuerza en establecimientos,341.0,
    5.3.-Robos con violencia o intimidación,127.0,
    5.3.1.-Robos con violencia en vía pública,68.0,
    5.3.2.-Robos con violencia en viviendas,19.0,
    5.3.3.-Robos con violencia en establecimientos,25.0,
    5.4.-Sustracción de vehículos,92.0,
    5.5.-Estafas,311.0,
    5.5.1.-Estafas bancarias,41.0,
    5.6.-Daños,1119.0,
    5.7.-Contra la propiedad intelectual/industrial,3.0,
    5.8.-Blanqueo de capitales,0.0,
    5.9.-Otros contra el patrimonio,83.0,
    6. SEGURIDAD COLECTIVA,729.0,
    6.1.-Tráfico de drogas,36.0,
    6.2.-Contra la seguridad vial,643.0,
    6.3.-Otros contra la seguridad colectiva,50.0,
    7. FALSEDADES,49.0,
    8. ADMÓN. PÚBLICA,0.0,
    9. ADMÓN. JUSTICIA,124.0,
    10. ORDEN PÚBLICO,174.0,
    11. LEGISLACIÓN ESPECIAL,0.0,
    12. OTRAS INFRACCIONES PENALES,30.0,
    TOTAL INFRACCIONES PENALES,8032.0,
Madrid,
    1. CONTRA LAS PERSONAS,37374.0,
    1.1.-Homicidios dolosos/asesinatos,107.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,48.0,
    1.2.-Lesiones,13361.0,
    1.3.-Malos tratos ámbito familiar,10683.0,
    1.4.-Otros contra las personas,13223.0,
    2. CONTRA LA LIBERTAD,3846.0,
    2.1.-Malos tratos habituales en el ámbito familiar,1184.0,
    2.2.-Otros contra la libertad,2662.0,
    3. LIBERTAD SEXUAL,1310.0,
    3.1.-Agresión sexual,353.0,
    3.2.-Agresión sexual con penetración,223.0,
    3.3.-Corrupción de menores o incapacitados,29.0,
    3.4.-Pornografía de menores,67.0,
    3.5.-Otros contra la libertad e indemnidad sexual,638.0,
    4. RELACIONES FAMILIARES,1302.0,
    5. PATRIMONIO,329046.0,
    5.1.-Hurtos,152503.0,
    5.2.-Robos con fuerza en las cosas,63266.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,34034.0,
    5.2.2.-Robos con fuerza en viviendas,14341.0,
    5.2.3.-Robos con fuerza en establecimientos,7457.0,
    5.3.-Robos con violencia o intimidación,24795.0,
    5.3.1.-Robos con violencia en vía pública,18007.0,
    5.3.2.-Robos con violencia en viviendas,2116.0,
    5.3.3.-Robos con violencia en establecimientos,1929.0,
    5.4.-Sustracción de vehículos,13236.0,
    5.5.-Estafas,22218.0,
    5.5.1.-Estafas bancarias,2046.0,
    5.6.-Daños,47782.0,
    5.7.-Contra la propiedad intelectual/industrial,543.0,
    5.8.-Blanqueo de capitales,49.0,
    5.9.-Otros contra el patrimonio,4654.0,
    6. SEGURIDAD COLECTIVA,7649.0,
    6.1.-Tráfico de drogas,1943.0,
    6.2.-Contra la seguridad vial,5448.0,
    6.3.-Otros contra la seguridad colectiva,258.0,
    7. FALSEDADES,2996.0,
    8. ADMÓN. PÚBLICA,37.0,
    9. ADMÓN. JUSTICIA,4013.0,
    10. ORDEN PÚBLICO,5528.0,
    11. LEGISLACIÓN ESPECIAL,17.0,
    12. OTRAS INFRACCIONES PENALES,754.0,
    TOTAL INFRACCIONES PENALES,393872.0,
Málaga,
    1. CONTRA LAS PERSONAS,12981.0,
    1.1.-Homicidios dolosos/asesinatos,50.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,17.0,
    1.2.-Lesiones,4235.0,
    1.3.-Malos tratos ámbito familiar,3611.0,
    1.4.-Otros contra las personas,5085.0,
    2. CONTRA LA LIBERTAD,1202.0,
    2.1.-Malos tratos habituales en el ámbito familiar,219.0,
    2.2.-Otros contra la libertad,983.0,
    3. LIBERTAD SEXUAL,365.0,
    3.1.-Agresión sexual,81.0,
    3.2.-Agresión sexual con penetración,40.0,
    3.3.-Corrupción de menores o incapacitados,16.0,
    3.4.-Pornografía de menores,18.0,
    3.5.-Otros contra la libertad e indemnidad sexual,210.0,
    4. RELACIONES FAMILIARES,352.0,
    5. PATRIMONIO,74084.0,
    5.1.-Hurtos,37676.0,
    5.2.-Robos con fuerza en las cosas,15126.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,6317.0,
    5.2.2.-Robos con fuerza en viviendas,5173.0,
    5.2.3.-Robos con fuerza en establecimientos,1518.0,
    5.3.-Robos con violencia o intimidación,2644.0,
    5.3.1.-Robos con violencia en vía pública,1836.0,
    5.3.2.-Robos con violencia en viviendas,189.0,
    5.3.3.-Robos con violencia en establecimientos,370.0,
    5.4.-Sustracción de vehículos,3127.0,
    5.5.-Estafas,4634.0,
    5.5.1.-Estafas bancarias,166.0,
    5.6.-Daños,9434.0,
    5.7.-Contra la propiedad intelectual/industrial,223.0,
    5.8.-Blanqueo de capitales,24.0,
    5.9.-Otros contra el patrimonio,1196.0,
    6. SEGURIDAD COLECTIVA,3607.0,
    6.1.-Tráfico de drogas,747.0,
    6.2.-Contra la seguridad vial,2767.0,
    6.3.-Otros contra la seguridad colectiva,93.0,
    7. FALSEDADES,1018.0,
    8. ADMÓN. PÚBLICA,19.0,
    9. ADMÓN. JUSTICIA,1514.0,
    10. ORDEN PÚBLICO,1307.0,
    11. LEGISLACIÓN ESPECIAL,8.0,
    12. OTRAS INFRACCIONES PENALES,310.0,
    TOTAL INFRACCIONES PENALES,96767.0,
Murcia,
    1. CONTRA LAS PERSONAS,9550.0,
    1.1.-Homicidios dolosos/asesinatos,36.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,10.0,
    1.2.-Lesiones,3545.0,
    1.3.-Malos tratos ámbito familiar,2415.0,
    1.4.-Otros contra las personas,3554.0,
    2. CONTRA LA LIBERTAD,1191.0,
    2.1.-Malos tratos habituales en el ámbito familiar,313.0,
    2.2.-Otros contra la libertad,878.0,
    3. LIBERTAD SEXUAL,285.0,
    3.1.-Agresión sexual,57.0,
    3.2.-Agresión sexual con penetración,44.0,
    3.3.-Corrupción de menores o incapacitados,7.0,
    3.4.-Pornografía de menores,10.0,
    3.5.-Otros contra la libertad e indemnidad sexual,167.0,
    4. RELACIONES FAMILIARES,571.0,
    5. PATRIMONIO,41734.0,
    5.1.-Hurtos,17034.0,
    5.2.-Robos con fuerza en las cosas,12954.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,3030.0,
    5.2.2.-Robos con fuerza en viviendas,5534.0,
    5.2.3.-Robos con fuerza en establecimientos,1668.0,
    5.3.-Robos con violencia o intimidación,1787.0,
    5.3.1.-Robos con violencia en vía pública,1181.0,
    5.3.2.-Robos con violencia en viviendas,148.0,
    5.3.3.-Robos con violencia en establecimientos,210.0,
    5.4.-Sustracción de vehículos,1582.0,
    5.5.-Estafas,2315.0,
    5.5.1.-Estafas bancarias,139.0,
    5.6.-Daños,5202.0,
    5.7.-Contra la propiedad intelectual/industrial,50.0,
    5.8.-Blanqueo de capitales,3.0,
    5.9.-Otros contra el patrimonio,807.0,
    6. SEGURIDAD COLECTIVA,1684.0,
    6.1.-Tráfico de drogas,312.0,
    6.2.-Contra la seguridad vial,1330.0,
    6.3.-Otros contra la seguridad colectiva,42.0,
    7. FALSEDADES,542.0,
    8. ADMÓN. PÚBLICA,9.0,
    9. ADMÓN. JUSTICIA,971.0,
    10. ORDEN PÚBLICO,722.0,
    11. LEGISLACIÓN ESPECIAL,2.0,
    12. OTRAS INFRACCIONES PENALES,188.0,
    TOTAL INFRACCIONES PENALES,57449.0,
Navarra,
    1. CONTRA LAS PERSONAS,2563.0,
    1.1.-Homicidios dolosos/asesinatos,10.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,2.0,
    1.2.-Lesiones,928.0,
    1.3.-Malos tratos ámbito familiar,444.0,
    1.4.-Otros contra las personas,1181.0,
    2. CONTRA LA LIBERTAD,974.0,
    2.1.-Malos tratos habituales en el ámbito familiar,176.0,
    2.2.-Otros contra la libertad,798.0,
    3. LIBERTAD SEXUAL,111.0,
    3.1.-Agresión sexual,21.0,
    3.2.-Agresión sexual con penetración,10.0,
    3.3.-Corrupción de menores o incapacitados,14.0,
    3.4.-Pornografía de menores,3.0,
    3.5.-Otros contra la libertad e indemnidad sexual,63.0,
    4. RELACIONES FAMILIARES,87.0,
    5. PATRIMONIO,15738.0,
    5.1.-Hurtos,6661.0,
    5.2.-Robos con fuerza en las cosas,3733.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,719.0,
    5.2.2.-Robos con fuerza en viviendas,1176.0,
    5.2.3.-Robos con fuerza en establecimientos,545.0,
    5.3.-Robos con violencia o intimidación,313.0,
    5.3.1.-Robos con violencia en vía pública,178.0,
    5.3.2.-Robos con violencia en viviendas,31.0,
    5.3.3.-Robos con violencia en establecimientos,56.0,
    5.4.-Sustracción de vehículos,187.0,
    5.5.-Estafas,1564.0,
    5.5.1.-Estafas bancarias,209.0,
    5.6.-Daños,2920.0,
    5.7.-Contra la propiedad intelectual/industrial,8.0,
    5.8.-Blanqueo de capitales,0.0,
    5.9.-Otros contra el patrimonio,353.0,
    6. SEGURIDAD COLECTIVA,1022.0,
    6.1.-Tráfico de drogas,105.0,
    6.2.-Contra la seguridad vial,894.0,
    6.3.-Otros contra la seguridad colectiva,23.0,
    7. FALSEDADES,226.0,
    8. ADMÓN. PÚBLICA,13.0,
    9. ADMÓN. JUSTICIA,234.0,
    10. ORDEN PÚBLICO,431.0,
    11. LEGISLACIÓN ESPECIAL,0.0,
    12. OTRAS INFRACCIONES PENALES,235.0,
    TOTAL INFRACCIONES PENALES,21635.0,
Ourense,
    1. CONTRA LAS PERSONAS,1352.0,
    1.1.-Homicidios dolosos/asesinatos,5.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,2.0,
    1.2.-Lesiones,511.0,
    1.3.-Malos tratos ámbito familiar,237.0,
    1.4.-Otros contra las personas,599.0,
    2. CONTRA LA LIBERTAD,183.0,
    2.1.-Malos tratos habituales en el ámbito familiar,84.0,
    2.2.-Otros contra la libertad,99.0,
    3. LIBERTAD SEXUAL,38.0,
    3.1.-Agresión sexual,4.0,
    3.2.-Agresión sexual con penetración,5.0,
    3.3.-Corrupción de menores o incapacitados,1.0,
    3.4.-Pornografía de menores,1.0,
    3.5.-Otros contra la libertad e indemnidad sexual,27.0,
    4. RELACIONES FAMILIARES,15.0,
    5. PATRIMONIO,5945.0,
    5.1.-Hurtos,2516.0,
    5.2.-Robos con fuerza en las cosas,1512.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,380.0,
    5.2.2.-Robos con fuerza en viviendas,475.0,
    5.2.3.-Robos con fuerza en establecimientos,301.0,
    5.3.-Robos con violencia o intimidación,190.0,
    5.3.1.-Robos con violencia en vía pública,118.0,
    5.3.2.-Robos con violencia en viviendas,19.0,
    5.3.3.-Robos con violencia en establecimientos,36.0,
    5.4.-Sustracción de vehículos,136.0,
    5.5.-Estafas,370.0,
    5.5.1.-Estafas bancarias,43.0,
    5.6.-Daños,1109.0,
    5.7.-Contra la propiedad intelectual/industrial,10.0,
    5.8.-Blanqueo de capitales,0.0,
    5.9.-Otros contra el patrimonio,102.0,
    6. SEGURIDAD COLECTIVA,978.0,
    6.1.-Tráfico de drogas,33.0,
    6.2.-Contra la seguridad vial,904.0,
    6.3.-Otros contra la seguridad colectiva,41.0,
    7. FALSEDADES,57.0,
    8. ADMÓN. PÚBLICA,1.0,
    9. ADMÓN. JUSTICIA,105.0,
    10. ORDEN PÚBLICO,146.0,
    11. LEGISLACIÓN ESPECIAL,1.0,
    12. OTRAS INFRACCIONES PENALES,20.0,
    TOTAL INFRACCIONES PENALES,8841.0,
Asturias,
    1. CONTRA LAS PERSONAS,5677.0,
    1.1.-Homicidios dolosos/asesinatos,15.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,6.0,
    1.2.-Lesiones,2200.0,
    1.3.-Malos tratos ámbito familiar,1280.0,
    1.4.-Otros contra las personas,2182.0,
    2. CONTRA LA LIBERTAD,539.0,
    2.1.-Malos tratos habituales en el ámbito familiar,81.0,
    2.2.-Otros contra la libertad,458.0,
    3. LIBERTAD SEXUAL,149.0,
    3.1.-Agresión sexual,44.0,
    3.2.-Agresión sexual con penetración,16.0,
    3.3.-Corrupción de menores o incapacitados,2.0,
    3.4.-Pornografía de menores,11.0,
    3.5.-Otros contra la libertad e indemnidad sexual,76.0,
    4. RELACIONES FAMILIARES,160.0,
    5. PATRIMONIO,20612.0,
    5.1.-Hurtos,10381.0,
    5.2.-Robos con fuerza en las cosas,3553.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,677.0,
    5.2.2.-Robos con fuerza en viviendas,1130.0,
    5.2.3.-Robos con fuerza en establecimientos,867.0,
    5.3.-Robos con violencia o intimidación,836.0,
    5.3.1.-Robos con violencia en vía pública,540.0,
    5.3.2.-Robos con violencia en viviendas,71.0,
    5.3.3.-Robos con violencia en establecimientos,117.0,
    5.4.-Sustracción de vehículos,480.0,
    5.5.-Estafas,1544.0,
    5.5.1.-Estafas bancarias,57.0,
    5.6.-Daños,3429.0,
    5.7.-Contra la propiedad intelectual/industrial,32.0,
    5.8.-Blanqueo de capitales,0.0,
    5.9.-Otros contra el patrimonio,357.0,
    6. SEGURIDAD COLECTIVA,1545.0,
    6.1.-Tráfico de drogas,206.0,
    6.2.-Contra la seguridad vial,1295.0,
    6.3.-Otros contra la seguridad colectiva,44.0,
    7. FALSEDADES,204.0,
    8. ADMÓN. PÚBLICA,6.0,
    9. ADMÓN. JUSTICIA,408.0,
    10. ORDEN PÚBLICO,781.0,
    11. LEGISLACIÓN ESPECIAL,1.0,
    12. OTRAS INFRACCIONES PENALES,82.0,
    TOTAL INFRACCIONES PENALES,30164.0,
Palencia,
    1. CONTRA LAS PERSONAS,912.0,
    1.1.-Homicidios dolosos/asesinatos,1.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,0.0,
    1.2.-Lesiones,351.0,
    1.3.-Malos tratos ámbito familiar,124.0,
    1.4.-Otros contra las personas,436.0,
    2. CONTRA LA LIBERTAD,52.0,
    2.1.-Malos tratos habituales en el ámbito familiar,26.0,
    2.2.-Otros contra la libertad,26.0,
    3. LIBERTAD SEXUAL,13.0,
    3.1.-Agresión sexual,0.0,
    3.2.-Agresión sexual con penetración,2.0,
    3.3.-Corrupción de menores o incapacitados,0.0,
    3.4.-Pornografía de menores,1.0,
    3.5.-Otros contra la libertad e indemnidad sexual,10.0,
    4. RELACIONES FAMILIARES,15.0,
    5. PATRIMONIO,3273.0,
    5.1.-Hurtos,1387.0,
    5.2.-Robos con fuerza en las cosas,715.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,81.0,
    5.2.2.-Robos con fuerza en viviendas,206.0,
    5.2.3.-Robos con fuerza en establecimientos,150.0,
    5.3.-Robos con violencia o intimidación,49.0,
    5.3.1.-Robos con violencia en vía pública,37.0,
    5.3.2.-Robos con violencia en viviendas,3.0,
    5.3.3.-Robos con violencia en establecimientos,7.0,
    5.4.-Sustracción de vehículos,54.0,
    5.5.-Estafas,203.0,
    5.5.1.-Estafas bancarias,16.0,
    5.6.-Daños,808.0,
    5.7.-Contra la propiedad intelectual/industrial,10.0,
    5.8.-Blanqueo de capitales,0.0,
    5.9.-Otros contra el patrimonio,47.0,
    6. SEGURIDAD COLECTIVA,234.0,
    6.1.-Tráfico de drogas,17.0,
    6.2.-Contra la seguridad vial,212.0,
    6.3.-Otros contra la seguridad colectiva,5.0,
    7. FALSEDADES,23.0,
    8. ADMÓN. PÚBLICA,0.0,
    9. ADMÓN. JUSTICIA,74.0,
    10. ORDEN PÚBLICO,112.0,
    11. LEGISLACIÓN ESPECIAL,0.0,
    12. OTRAS INFRACCIONES PENALES,18.0,
    TOTAL INFRACCIONES PENALES,4726.0,
Palmas (Las),
    1. CONTRA LAS PERSONAS,11509.0,
    1.1.-Homicidios dolosos/asesinatos,37.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,10.0,
    1.2.-Lesiones,3947.0,
    1.3.-Malos tratos ámbito familiar,2128.0,
    1.4.-Otros contra las personas,5397.0,
    2. CONTRA LA LIBERTAD,1169.0,
    2.1.-Malos tratos habituales en el ámbito familiar,411.0,
    2.2.-Otros contra la libertad,758.0,
    3. LIBERTAD SEXUAL,313.0,
    3.1.-Agresión sexual,65.0,
    3.2.-Agresión sexual con penetración,34.0,
    3.3.-Corrupción de menores o incapacitados,25.0,
    3.4.-Pornografía de menores,17.0,
    3.5.-Otros contra la libertad e indemnidad sexual,172.0,
    4. RELACIONES FAMILIARES,791.0,
    5. PATRIMONIO,34419.0,
    5.1.-Hurtos,16351.0,
    5.2.-Robos con fuerza en las cosas,7146.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2244.0,
    5.2.2.-Robos con fuerza en viviendas,2105.0,
    5.2.3.-Robos con fuerza en establecimientos,942.0,
    5.3.-Robos con violencia o intimidación,1184.0,
    5.3.1.-Robos con violencia en vía pública,770.0,
    5.3.2.-Robos con violencia en viviendas,80.0,
    5.3.3.-Robos con violencia en establecimientos,148.0,
    5.4.-Sustracción de vehículos,1161.0,
    5.5.-Estafas,3074.0,
    5.5.1.-Estafas bancarias,639.0,
    5.6.-Daños,4852.0,
    5.7.-Contra la propiedad intelectual/industrial,56.0,
    5.8.-Blanqueo de capitales,7.0,
    5.9.-Otros contra el patrimonio,588.0,
    6. SEGURIDAD COLECTIVA,1898.0,
    6.1.-Tráfico de drogas,352.0,
    6.2.-Contra la seguridad vial,1479.0,
    6.3.-Otros contra la seguridad colectiva,67.0,
    7. FALSEDADES,286.0,
    8. ADMÓN. PÚBLICA,17.0,
    9. ADMÓN. JUSTICIA,748.0,
    10. ORDEN PÚBLICO,914.0,
    11. LEGISLACIÓN ESPECIAL,4.0,
    12. OTRAS INFRACCIONES PENALES,119.0,
    TOTAL INFRACCIONES PENALES,52187.0,
Pontevedra,
    1. CONTRA LAS PERSONAS,6163.0,
    1.1.-Homicidios dolosos/asesinatos,14.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,5.0,
    1.2.-Lesiones,2350.0,
    1.3.-Malos tratos ámbito familiar,897.0,
    1.4.-Otros contra las personas,2902.0,
    2. CONTRA LA LIBERTAD,624.0,
    2.1.-Malos tratos habituales en el ámbito familiar,211.0,
    2.2.-Otros contra la libertad,413.0,
    3. LIBERTAD SEXUAL,154.0,
    3.1.-Agresión sexual,38.0,
    3.2.-Agresión sexual con penetración,20.0,
    3.3.-Corrupción de menores o incapacitados,8.0,
    3.4.-Pornografía de menores,7.0,
    3.5.-Otros contra la libertad e indemnidad sexual,81.0,
    4. RELACIONES FAMILIARES,118.0,
    5. PATRIMONIO,21817.0,
    5.1.-Hurtos,8862.0,
    5.2.-Robos con fuerza en las cosas,5253.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,1549.0,
    5.2.2.-Robos con fuerza en viviendas,1439.0,
    5.2.3.-Robos con fuerza en establecimientos,1100.0,
    5.3.-Robos con violencia o intimidación,606.0,
    5.3.1.-Robos con violencia en vía pública,322.0,
    5.3.2.-Robos con violencia en viviendas,52.0,
    5.3.3.-Robos con violencia en establecimientos,163.0,
    5.4.-Sustracción de vehículos,798.0,
    5.5.-Estafas,1422.0,
    5.5.1.-Estafas bancarias,172.0,
    5.6.-Daños,4416.0,
    5.7.-Contra la propiedad intelectual/industrial,71.0,
    5.8.-Blanqueo de capitales,5.0,
    5.9.-Otros contra el patrimonio,384.0,
    6. SEGURIDAD COLECTIVA,2367.0,
    6.1.-Tráfico de drogas,229.0,
    6.2.-Contra la seguridad vial,2082.0,
    6.3.-Otros contra la seguridad colectiva,56.0,
    7. FALSEDADES,207.0,
    8. ADMÓN. PÚBLICA,6.0,
    9. ADMÓN. JUSTICIA,363.0,
    10. ORDEN PÚBLICO,533.0,
    11. LEGISLACIÓN ESPECIAL,1.0,
    12. OTRAS INFRACCIONES PENALES,82.0,
    TOTAL INFRACCIONES PENALES,32435.0,
Salamanca,
    1. CONTRA LAS PERSONAS,1640.0,
    1.1.-Homicidios dolosos/asesinatos,2.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,0.0,
    1.2.-Lesiones,673.0,
    1.3.-Malos tratos ámbito familiar,220.0,
    1.4.-Otros contra las personas,745.0,
    2. CONTRA LA LIBERTAD,150.0,
    2.1.-Malos tratos habituales en el ámbito familiar,6.0,
    2.2.-Otros contra la libertad,144.0,
    3. LIBERTAD SEXUAL,42.0,
    3.1.-Agresión sexual,15.0,
    3.2.-Agresión sexual con penetración,3.0,
    3.3.-Corrupción de menores o incapacitados,0.0,
    3.4.-Pornografía de menores,3.0,
    3.5.-Otros contra la libertad e indemnidad sexual,21.0,
    4. RELACIONES FAMILIARES,14.0,
    5. PATRIMONIO,7054.0,
    5.1.-Hurtos,3967.0,
    5.2.-Robos con fuerza en las cosas,1221.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,213.0,
    5.2.2.-Robos con fuerza en viviendas,332.0,
    5.2.3.-Robos con fuerza en establecimientos,246.0,
    5.3.-Robos con violencia o intimidación,157.0,
    5.3.1.-Robos con violencia en vía pública,99.0,
    5.3.2.-Robos con violencia en viviendas,19.0,
    5.3.3.-Robos con violencia en establecimientos,21.0,
    5.4.-Sustracción de vehículos,110.0,
    5.5.-Estafas,440.0,
    5.5.1.-Estafas bancarias,39.0,
    5.6.-Daños,1065.0,
    5.7.-Contra la propiedad intelectual/industrial,4.0,
    5.8.-Blanqueo de capitales,0.0,
    5.9.-Otros contra el patrimonio,90.0,
    6. SEGURIDAD COLECTIVA,485.0,
    6.1.-Tráfico de drogas,60.0,
    6.2.-Contra la seguridad vial,417.0,
    6.3.-Otros contra la seguridad colectiva,8.0,
    7. FALSEDADES,49.0,
    8. ADMÓN. PÚBLICA,2.0,
    9. ADMÓN. JUSTICIA,71.0,
    10. ORDEN PÚBLICO,219.0,
    11. LEGISLACIÓN ESPECIAL,0.0,
    12. OTRAS INFRACCIONES PENALES,17.0,
    TOTAL INFRACCIONES PENALES,9743.0,
Santa Cruz de Tenerife,
    1. CONTRA LAS PERSONAS,8484.0,
    1.1.-Homicidios dolosos/asesinatos,18.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,5.0,
    1.2.-Lesiones,2892.0,
    1.3.-Malos tratos ámbito familiar,1807.0,
    1.4.-Otros contra las personas,3767.0,
    2. CONTRA LA LIBERTAD,814.0,
    2.1.-Malos tratos habituales en el ámbito familiar,289.0,
    2.2.-Otros contra la libertad,525.0,
    3. LIBERTAD SEXUAL,212.0,
    3.1.-Agresión sexual,48.0,
    3.2.-Agresión sexual con penetración,19.0,
    3.3.-Corrupción de menores o incapacitados,5.0,
    3.4.-Pornografía de menores,21.0,
    3.5.-Otros contra la libertad e indemnidad sexual,119.0,
    4. RELACIONES FAMILIARES,225.0,
    5. PATRIMONIO,32312.0,
    5.1.-Hurtos,16103.0,
    5.2.-Robos con fuerza en las cosas,7810.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2594.0,
    5.2.2.-Robos con fuerza en viviendas,2189.0,
    5.2.3.-Robos con fuerza en establecimientos,959.0,
    5.3.-Robos con violencia o intimidación,827.0,
    5.3.1.-Robos con violencia en vía pública,576.0,
    5.3.2.-Robos con violencia en viviendas,54.0,
    5.3.3.-Robos con violencia en establecimientos,100.0,
    5.4.-Sustracción de vehículos,1007.0,
    5.5.-Estafas,2193.0,
    5.5.1.-Estafas bancarias,447.0,
    5.6.-Daños,3869.0,
    5.7.-Contra la propiedad intelectual/industrial,17.0,
    5.8.-Blanqueo de capitales,3.0,
    5.9.-Otros contra el patrimonio,483.0,
    6. SEGURIDAD COLECTIVA,2229.0,
    6.1.-Tráfico de drogas,262.0,
    6.2.-Contra la seguridad vial,1927.0,
    6.3.-Otros contra la seguridad colectiva,40.0,
    7. FALSEDADES,268.0,
    8. ADMÓN. PÚBLICA,4.0,
    9. ADMÓN. JUSTICIA,581.0,
    10. ORDEN PÚBLICO,583.0,
    11. LEGISLACIÓN ESPECIAL,1.0,
    12. OTRAS INFRACCIONES PENALES,73.0,
    TOTAL INFRACCIONES PENALES,45786.0,
Cantabria,
    1. CONTRA LAS PERSONAS,3292.0,
    1.1.-Homicidios dolosos/asesinatos,6.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,1.0,
    1.2.-Lesiones,1448.0,
    1.3.-Malos tratos ámbito familiar,534.0,
    1.4.-Otros contra las personas,1304.0,
    2. CONTRA LA LIBERTAD,359.0,
    2.1.-Malos tratos habituales en el ámbito familiar,146.0,
    2.2.-Otros contra la libertad,213.0,
    3. LIBERTAD SEXUAL,48.0,
    3.1.-Agresión sexual,9.0,
    3.2.-Agresión sexual con penetración,5.0,
    3.3.-Corrupción de menores o incapacitados,2.0,
    3.4.-Pornografía de menores,4.0,
    3.5.-Otros contra la libertad e indemnidad sexual,28.0,
    4. RELACIONES FAMILIARES,40.0,
    5. PATRIMONIO,12651.0,
    5.1.-Hurtos,6011.0,
    5.2.-Robos con fuerza en las cosas,2859.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,672.0,
    5.2.2.-Robos con fuerza en viviendas,1004.0,
    5.2.3.-Robos con fuerza en establecimientos,603.0,
    5.3.-Robos con violencia o intimidación,419.0,
    5.3.1.-Robos con violencia en vía pública,242.0,
    5.3.2.-Robos con violencia en viviendas,43.0,
    5.3.3.-Robos con violencia en establecimientos,79.0,
    5.4.-Sustracción de vehículos,344.0,
